1	1	1	30	39	39	39	39	39	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	39	39	39	39	39	30	1	1	1
1	1	1	30	30	30	0	30	30	31	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	30	30	0	30	30	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	30	30	30	30	30	30	1	1	1
1	1	1	30	30	30	30	30	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	31	31	31	31	31	31	1	1	1
1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	31	31	31	31	31	31	1	1	1
1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	31	31	31	31	31	31	31	1	1	1
1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	0	1	1
1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	0	1	1
1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	0	1	1
1	1	1	1	1	1	1	1	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
473 38 32
473 38 33
473 38 34
7
