1	1	1	30	39	39	39	20	20	20	31	31	31	31	31	31	31	31	31	30	39	39	39	39	39	29	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	30	39	39	39	20	20	31	31	31	31	31	31	31	31	31	31	30	39	39	39	39	39	29	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	30	39	39	39	20	31	31	31	31	31	31	31	31	31	31	31	30	39	39	39	39	39	29	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	39	39	39	39	39	29	29	29	29	29	29	29	29	29	29	29	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	29	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	30	30	30	30	30	30	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	39	39	39	39	39	39	39	39	39	39	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	30	30	30	30	30	39	30	30	30	30	30	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
25
