1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	30	30	30	30	30	30	30	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	30	1	1	1	1	1	30	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	41	41	41	41	30	1	1	1	1	1	30	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	41	41	30	30	30	30	30	1	1	1	1	1	30	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	30	30	30	1	1	1	1	1	1	1	1	1	30	41	41	41	41	41	41	41	30	1	1	1
1	1	1	30	41	41	41	41	41	41	41	30	30	30	30	1	1	1	1	1	1	1	1	1	30	30	30	30	41	30	30	30	30	1	1	1
1	1	1	30	30	30	30	30	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	41	41	41	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	41	41	41	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	41	41	41	31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	41	41	41	41	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	41	41	41	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	30	30	30	30	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
